borrower_id,doc_type,file_name,status,quality_score,note
B10641,income_document,b10641_income_document.pdf,verified,52,Structured checks passed
B10641,salary_slip,b10641_salary_slip.pdf,verified,50,Structured checks passed
B10642,identity,b10642_identity.pdf,verified,25,Structured checks passed
B10642,bank_statement,b10642_bank_statement.pdf,verified,35,Structured checks passed
B10642,income_document,b10642_income_document.pdf,verified,38,Structured checks passed
B10643,identity,b10643_identity.pdf,verified,99,Structured checks passed
B10643,bank_statement,b10643_bank_statement.pdf,verified,90,Structured checks passed
B10643,income_document,b10643_income_document.pdf,verified,99,Structured checks passed
B10643,salary_slip,b10643_salary_slip.pdf,verified,92,Structured checks passed
B10644,identity,b10644_identity.pdf,verified,64,Structured checks passed
B10644,bank_statement,b10644_bank_statement.pdf,verified,56,Structured checks passed
B10644,income_document,b10644_income_document.pdf,verified,54,Structured checks passed
B10644,salary_slip,b10644_salary_slip.pdf,verified,52,Structured checks passed
B10645,identity,b10645_identity.pdf,verified,75,Structured checks passed
B10645,bank_statement,b10645_bank_statement.pdf,verified,76,Structured checks passed
B10645,income_document,b10645_income_document.pdf,verified,77,Structured checks passed
B10645,business_document,b10645_business_document.pdf,verified,64,Structured checks passed
B10646,identity,b10646_identity.pdf,verified,97,Structured checks passed
B10646,bank_statement,b10646_bank_statement.pdf,verified,92,Structured checks passed
B10646,income_document,b10646_income_document.pdf,verified,92,Structured checks passed
B10647,identity,b10647_identity.pdf,verified,47,Structured checks passed
B10647,bank_statement,b10647_bank_statement.pdf,needs_review,47,OCR pending — status from structured verification
B10647,income_document,b10647_income_document.pdf,verified,60,Structured checks passed
B10647,salary_slip,b10647_salary_slip.pdf,verified,52,Structured checks passed
B10648,identity,b10648_identity.pdf,needs_review,69,OCR pending — status from structured verification
B10648,bank_statement,b10648_bank_statement.pdf,verified,58,Structured checks passed
B10648,income_document,b10648_income_document.pdf,needs_review,64,OCR pending — status from structured verification
B10649,identity,b10649_identity.pdf,verified,80,Structured checks passed
B10649,bank_statement,b10649_bank_statement.pdf,verified,67,Structured checks passed
B10649,income_document,b10649_income_document.pdf,needs_review,64,OCR pending — status from structured verification
B10649,salary_slip,b10649_salary_slip.pdf,needs_review,80,OCR pending — status from structured verification
B10650,identity,b10650_identity.pdf,verified,31,Structured checks passed
B10650,bank_statement,b10650_bank_statement.pdf,needs_review,34,OCR pending — status from structured verification
B10650,income_document,b10650_income_document.pdf,suspicious,33,OCR pending — status from structured verification
B10651,identity,b10651_identity.pdf,needs_review,47,OCR pending — status from structured verification
B10651,bank_statement,b10651_bank_statement.pdf,needs_review,57,OCR pending — status from structured verification
B10651,income_document,b10651_income_document.pdf,verified,39,Structured checks passed
B10651,salary_slip,b10651_salary_slip.pdf,verified,48,Structured checks passed
B10652,identity,b10652_identity.pdf,verified,78,Structured checks passed
B10652,bank_statement,b10652_bank_statement.pdf,needs_review,65,OCR pending — status from structured verification
B10652,income_document,b10652_income_document.pdf,verified,59,Structured checks passed
B10653,identity,b10653_identity.pdf,needs_review,48,OCR pending — status from structured verification
B10653,bank_statement,b10653_bank_statement.pdf,needs_review,44,OCR pending — status from structured verification
B10653,income_document,b10653_income_document.pdf,suspicious,31,OCR pending — status from structured verification
B10653,business_document,b10653_business_document.pdf,needs_review,42,OCR pending — status from structured verification
B10654,identity,b10654_identity.pdf,suspicious,58,OCR pending — status from structured verification
B10654,bank_statement,b10654_bank_statement.pdf,suspicious,53,OCR pending — status from structured verification
B10654,income_document,b10654_income_document.pdf,verified,60,Structured checks passed
B10654,salary_slip,b10654_salary_slip.pdf,verified,56,Structured checks passed
B10655,identity,b10655_identity.pdf,verified,54,Structured checks passed
B10655,bank_statement,b10655_bank_statement.pdf,suspicious,62,OCR pending — status from structured verification
B10655,income_document,b10655_income_document.pdf,verified,64,Structured checks passed
B10655,salary_slip,b10655_salary_slip.pdf,verified,61,Structured checks passed
B10656,identity,b10656_identity.pdf,verified,36,Structured checks passed
B10656,bank_statement,b10656_bank_statement.pdf,verified,38,Structured checks passed
B10656,income_document,b10656_income_document.pdf,needs_review,42,OCR pending — status from structured verification
B10657,identity,b10657_identity.pdf,verified,73,Structured checks passed
B10657,bank_statement,b10657_bank_statement.pdf,verified,72,Structured checks passed
B10657,income_document,b10657_income_document.pdf,verified,82,Structured checks passed
B10658,identity,b10658_identity.pdf,needs_review,41,OCR pending — status from structured verification
B10658,bank_statement,b10658_bank_statement.pdf,verified,55,Structured checks passed
B10658,income_document,b10658_income_document.pdf,suspicious,42,OCR pending — status from structured verification
B10658,salary_slip,b10658_salary_slip.pdf,suspicious,47,OCR pending — status from structured verification
B10659,identity,b10659_identity.pdf,verified,96,Structured checks passed
B10659,bank_statement,b10659_bank_statement.pdf,verified,89,Structured checks passed
B10659,income_document,b10659_income_document.pdf,verified,98,Structured checks passed
B10659,salary_slip,b10659_salary_slip.pdf,verified,89,Structured checks passed
B10660,identity,b10660_identity.pdf,verified,69,Structured checks passed
B10660,bank_statement,b10660_bank_statement.pdf,needs_review,67,OCR pending — status from structured verification
B10660,income_document,b10660_income_document.pdf,verified,71,Structured checks passed
B10660,salary_slip,b10660_salary_slip.pdf,verified,76,Structured checks passed
B10661,identity,b10661_identity.pdf,verified,72,Structured checks passed
B10661,bank_statement,b10661_bank_statement.pdf,verified,79,Structured checks passed
B10661,income_document,b10661_income_document.pdf,verified,69,Structured checks passed
B10661,salary_slip,b10661_salary_slip.pdf,verified,74,Structured checks passed
B10662,identity,b10662_identity.pdf,suspicious,80,OCR pending — status from structured verification
B10662,bank_statement,b10662_bank_statement.pdf,suspicious,71,OCR pending — status from structured verification
B10662,income_document,b10662_income_document.pdf,suspicious,77,OCR pending — status from structured verification
B10663,identity,b10663_identity.pdf,verified,45,Structured checks passed
B10663,bank_statement,b10663_bank_statement.pdf,suspicious,35,OCR pending — status from structured verification
B10663,income_document,b10663_income_document.pdf,suspicious,31,OCR pending — status from structured verification
B10664,identity,b10664_identity.pdf,verified,69,Structured checks passed
B10664,bank_statement,b10664_bank_statement.pdf,verified,77,Structured checks passed
B10664,income_document,b10664_income_document.pdf,verified,82,Structured checks passed
B10664,salary_slip,b10664_salary_slip.pdf,verified,73,Structured checks passed
B10665,identity,b10665_identity.pdf,verified,66,Structured checks passed
B10665,bank_statement,b10665_bank_statement.pdf,verified,65,Structured checks passed
B10665,income_document,b10665_income_document.pdf,verified,65,Structured checks passed
B10665,salary_slip,b10665_salary_slip.pdf,verified,61,Structured checks passed
B10666,identity,b10666_identity.pdf,verified,68,Structured checks passed
B10666,bank_statement,b10666_bank_statement.pdf,verified,72,Structured checks passed
B10666,income_document,b10666_income_document.pdf,verified,74,Structured checks passed
B10666,salary_slip,b10666_salary_slip.pdf,verified,84,Structured checks passed
B10667,identity,b10667_identity.pdf,needs_review,41,OCR pending — status from structured verification
B10667,bank_statement,b10667_bank_statement.pdf,needs_review,47,OCR pending — status from structured verification
B10667,income_document,b10667_income_document.pdf,suspicious,60,OCR pending — status from structured verification
B10668,identity,b10668_identity.pdf,verified,46,Structured checks passed
B10668,bank_statement,b10668_bank_statement.pdf,suspicious,39,OCR pending — status from structured verification
B10668,income_document,b10668_income_document.pdf,needs_review,32,OCR pending — status from structured verification
B10669,identity,b10669_identity.pdf,verified,30,Structured checks passed
B10669,bank_statement,b10669_bank_statement.pdf,verified,30,Structured checks passed
B10669,income_document,b10669_income_document.pdf,verified,31,Structured checks passed
B10669,salary_slip,b10669_salary_slip.pdf,verified,45,Structured checks passed
B10670,identity,b10670_identity.pdf,verified,26,Structured checks passed
B10670,bank_statement,b10670_bank_statement.pdf,verified,33,Structured checks passed
B10670,income_document,b10670_income_document.pdf,verified,19,Structured checks passed
B10671,identity,b10671_identity.pdf,needs_review,61,OCR pending — status from structured verification
B10671,bank_statement,b10671_bank_statement.pdf,verified,66,Structured checks passed
B10671,income_document,b10671_income_document.pdf,verified,58,Structured checks passed
B10671,business_document,b10671_business_document.pdf,verified,60,Structured checks passed
B10672,identity,b10672_identity.pdf,verified,52,Structured checks passed
B10672,bank_statement,b10672_bank_statement.pdf,verified,66,Structured checks passed
B10672,income_document,b10672_income_document.pdf,verified,49,Structured checks passed
B10672,salary_slip,b10672_salary_slip.pdf,verified,66,Structured checks passed
B10673,identity,b10673_identity.pdf,verified,61,Structured checks passed
B10673,bank_statement,b10673_bank_statement.pdf,verified,67,Structured checks passed
B10673,income_document,b10673_income_document.pdf,verified,58,Structured checks passed
B10673,business_document,b10673_business_document.pdf,verified,57,Structured checks passed
B10674,identity,b10674_identity.pdf,verified,83,Structured checks passed
B10674,bank_statement,b10674_bank_statement.pdf,verified,87,Structured checks passed
B10674,income_document,b10674_income_document.pdf,needs_review,72,OCR pending — status from structured verification
B10674,salary_slip,b10674_salary_slip.pdf,needs_review,67,OCR pending — status from structured verification
B10675,identity,b10675_identity.pdf,needs_review,45,OCR pending — status from structured verification
B10675,bank_statement,b10675_bank_statement.pdf,verified,57,Structured checks passed
B10675,income_document,b10675_income_document.pdf,verified,52,Structured checks passed
B10675,salary_slip,b10675_salary_slip.pdf,verified,42,Structured checks passed
B10676,identity,b10676_identity.pdf,verified,85,Structured checks passed
B10676,bank_statement,b10676_bank_statement.pdf,verified,86,Structured checks passed
B10676,income_document,b10676_income_document.pdf,verified,84,Structured checks passed
B10676,salary_slip,b10676_salary_slip.pdf,verified,69,Structured checks passed
B10677,identity,b10677_identity.pdf,verified,56,Structured checks passed
B10677,bank_statement,b10677_bank_statement.pdf,suspicious,62,OCR pending — status from structured verification
B10677,income_document,b10677_income_document.pdf,needs_review,61,OCR pending — status from structured verification
B10677,salary_slip,b10677_salary_slip.pdf,needs_review,57,OCR pending — status from structured verification
B10678,identity,b10678_identity.pdf,verified,51,Structured checks passed
B10678,bank_statement,b10678_bank_statement.pdf,verified,61,Structured checks passed
B10678,income_document,b10678_income_document.pdf,verified,61,Structured checks passed
B10678,salary_slip,b10678_salary_slip.pdf,verified,56,Structured checks passed
B10679,identity,b10679_identity.pdf,verified,90,Structured checks passed
B10679,bank_statement,b10679_bank_statement.pdf,verified,99,Structured checks passed
B10679,income_document,b10679_income_document.pdf,verified,99,Structured checks passed
B10680,identity,b10680_identity.pdf,verified,36,Structured checks passed
B10680,bank_statement,b10680_bank_statement.pdf,verified,38,Structured checks passed
B10680,income_document,b10680_income_document.pdf,verified,40,Structured checks passed
B10681,identity,b10681_identity.pdf,suspicious,36,OCR pending — status from structured verification
B10681,bank_statement,b10681_bank_statement.pdf,verified,39,Structured checks passed
B10681,income_document,b10681_income_document.pdf,suspicious,44,OCR pending — status from structured verification
B10682,identity,b10682_identity.pdf,verified,39,Structured checks passed
B10682,bank_statement,b10682_bank_statement.pdf,verified,45,Structured checks passed
B10682,income_document,b10682_income_document.pdf,verified,44,Structured checks passed
B10683,identity,b10683_identity.pdf,verified,50,Structured checks passed
B10683,bank_statement,b10683_bank_statement.pdf,suspicious,54,OCR pending — status from structured verification
B10683,income_document,b10683_income_document.pdf,needs_review,43,OCR pending — status from structured verification
B10683,salary_slip,b10683_salary_slip.pdf,needs_review,47,OCR pending — status from structured verification
B10684,identity,b10684_identity.pdf,verified,57,Structured checks passed
B10684,bank_statement,b10684_bank_statement.pdf,verified,52,Structured checks passed
B10684,income_document,b10684_income_document.pdf,verified,52,Structured checks passed
B10685,identity,b10685_identity.pdf,verified,40,Structured checks passed
B10685,bank_statement,b10685_bank_statement.pdf,suspicious,43,OCR pending — status from structured verification
B10685,income_document,b10685_income_document.pdf,verified,47,Structured checks passed
B10685,salary_slip,b10685_salary_slip.pdf,verified,36,Structured checks passed
B10686,identity,b10686_identity.pdf,needs_review,68,OCR pending — status from structured verification
B10686,bank_statement,b10686_bank_statement.pdf,needs_review,66,OCR pending — status from structured verification
B10686,income_document,b10686_income_document.pdf,suspicious,73,OCR pending — status from structured verification
B10687,identity,b10687_identity.pdf,verified,62,Structured checks passed
B10687,bank_statement,b10687_bank_statement.pdf,verified,48,Structured checks passed
B10687,income_document,b10687_income_document.pdf,verified,51,Structured checks passed
B10687,salary_slip,b10687_salary_slip.pdf,verified,64,Structured checks passed
B10688,identity,b10688_identity.pdf,verified,99,Structured checks passed
B10688,bank_statement,b10688_bank_statement.pdf,verified,93,Structured checks passed
B10688,income_document,b10688_income_document.pdf,needs_review,99,OCR pending — status from structured verification
B10689,identity,b10689_identity.pdf,verified,99,Structured checks passed
B10689,bank_statement,b10689_bank_statement.pdf,verified,93,Structured checks passed
B10689,income_document,b10689_income_document.pdf,verified,89,Structured checks passed
B10690,identity,b10690_identity.pdf,verified,91,Structured checks passed
B10690,bank_statement,b10690_bank_statement.pdf,needs_review,78,OCR pending — status from structured verification
B10690,income_document,b10690_income_document.pdf,verified,89,Structured checks passed
B10691,identity,b10691_identity.pdf,needs_review,99,OCR pending — status from structured verification
B10691,bank_statement,b10691_bank_statement.pdf,needs_review,92,OCR pending — status from structured verification
B10691,income_document,b10691_income_document.pdf,verified,99,Structured checks passed
B10691,salary_slip,b10691_salary_slip.pdf,verified,88,Structured checks passed
B10692,identity,b10692_identity.pdf,verified,78,Structured checks passed
B10692,bank_statement,b10692_bank_statement.pdf,verified,78,Structured checks passed
B10692,income_document,b10692_income_document.pdf,verified,66,Structured checks passed
B10692,salary_slip,b10692_salary_slip.pdf,verified,84,Structured checks passed
B10693,identity,b10693_identity.pdf,needs_review,79,OCR pending — status from structured verification
B10693,bank_statement,b10693_bank_statement.pdf,verified,92,Structured checks passed
B10693,income_document,b10693_income_document.pdf,verified,77,Structured checks passed
B10693,business_document,b10693_business_document.pdf,verified,73,Structured checks passed
B10694,identity,b10694_identity.pdf,needs_review,98,OCR pending — status from structured verification
B10694,bank_statement,b10694_bank_statement.pdf,verified,93,Structured checks passed
B10694,income_document,b10694_income_document.pdf,verified,97,Structured checks passed
B10694,business_document,b10694_business_document.pdf,verified,96,Structured checks passed
B10695,identity,b10695_identity.pdf,verified,55,Structured checks passed
B10695,bank_statement,b10695_bank_statement.pdf,verified,49,Structured checks passed
B10695,income_document,b10695_income_document.pdf,needs_review,52,OCR pending — status from structured verification
B10695,business_document,b10695_business_document.pdf,verified,63,Structured checks passed
B10696,identity,b10696_identity.pdf,verified,86,Structured checks passed
B10696,bank_statement,b10696_bank_statement.pdf,verified,89,Structured checks passed
B10696,income_document,b10696_income_document.pdf,verified,81,Structured checks passed
B10696,salary_slip,b10696_salary_slip.pdf,verified,84,Structured checks passed
B10697,identity,b10697_identity.pdf,suspicious,57,OCR pending — status from structured verification
B10697,bank_statement,b10697_bank_statement.pdf,suspicious,52,OCR pending — status from structured verification
B10697,income_document,b10697_income_document.pdf,needs_review,46,OCR pending — status from structured verification
B10697,salary_slip,b10697_salary_slip.pdf,needs_review,46,OCR pending — status from structured verification
B10698,identity,b10698_identity.pdf,verified,74,Structured checks passed
B10698,bank_statement,b10698_bank_statement.pdf,verified,71,Structured checks passed
B10698,income_document,b10698_income_document.pdf,suspicious,71,OCR pending — status from structured verification
B10698,business_document,b10698_business_document.pdf,verified,60,Structured checks passed
B10699,identity,b10699_identity.pdf,needs_review,83,OCR pending — status from structured verification
B10699,bank_statement,b10699_bank_statement.pdf,verified,74,Structured checks passed
B10699,income_document,b10699_income_document.pdf,needs_review,67,OCR pending — status from structured verification
B10700,identity,b10700_identity.pdf,verified,70,Structured checks passed
B10700,bank_statement,b10700_bank_statement.pdf,verified,61,Structured checks passed
B10700,income_document,b10700_income_document.pdf,needs_review,51,OCR pending — status from structured verification
B10700,business_document,b10700_business_document.pdf,verified,70,Structured checks passed
B10701,identity,b10701_identity.pdf,needs_review,62,OCR pending — status from structured verification
B10701,bank_statement,b10701_bank_statement.pdf,needs_review,68,OCR pending — status from structured verification
B10701,income_document,b10701_income_document.pdf,verified,66,Structured checks passed
B10701,business_document,b10701_business_document.pdf,needs_review,65,OCR pending — status from structured verification
B10702,identity,b10702_identity.pdf,verified,51,Structured checks passed
B10702,bank_statement,b10702_bank_statement.pdf,verified,58,Structured checks passed
B10702,income_document,b10702_income_document.pdf,verified,49,Structured checks passed
B10703,identity,b10703_identity.pdf,suspicious,45,OCR pending — status from structured verification
B10703,bank_statement,b10703_bank_statement.pdf,verified,30,Structured checks passed
B10703,income_document,b10703_income_document.pdf,suspicious,46,OCR pending — status from structured verification
B10703,salary_slip,b10703_salary_slip.pdf,suspicious,43,OCR pending — status from structured verification
B10704,identity,b10704_identity.pdf,verified,35,Structured checks passed
B10704,bank_statement,b10704_bank_statement.pdf,verified,39,Structured checks passed
B10704,income_document,b10704_income_document.pdf,verified,41,Structured checks passed
B10704,salary_slip,b10704_salary_slip.pdf,verified,24,Structured checks passed
B10705,identity,b10705_identity.pdf,suspicious,48,OCR pending — status from structured verification
B10705,bank_statement,b10705_bank_statement.pdf,verified,43,Structured checks passed
B10705,income_document,b10705_income_document.pdf,verified,46,Structured checks passed
B10706,identity,b10706_identity.pdf,verified,83,Structured checks passed
B10706,bank_statement,b10706_bank_statement.pdf,verified,71,Structured checks passed
B10706,income_document,b10706_income_document.pdf,verified,82,Structured checks passed
B10707,identity,b10707_identity.pdf,needs_review,65,OCR pending — status from structured verification
B10707,bank_statement,b10707_bank_statement.pdf,verified,58,Structured checks passed
B10707,income_document,b10707_income_document.pdf,verified,48,Structured checks passed
B10708,identity,b10708_identity.pdf,verified,76,Structured checks passed
B10708,bank_statement,b10708_bank_statement.pdf,verified,80,Structured checks passed
B10708,income_document,b10708_income_document.pdf,verified,79,Structured checks passed
B10708,salary_slip,b10708_salary_slip.pdf,verified,77,Structured checks passed
B10709,identity,b10709_identity.pdf,needs_review,52,OCR pending — status from structured verification
B10709,bank_statement,b10709_bank_statement.pdf,verified,61,Structured checks passed
B10709,income_document,b10709_income_document.pdf,verified,49,Structured checks passed
B10709,salary_slip,b10709_salary_slip.pdf,verified,52,Structured checks passed
B10710,identity,b10710_identity.pdf,verified,75,Structured checks passed
B10710,bank_statement,b10710_bank_statement.pdf,verified,79,Structured checks passed
B10710,income_document,b10710_income_document.pdf,verified,72,Structured checks passed
B10710,salary_slip,b10710_salary_slip.pdf,verified,72,Structured checks passed
B10711,identity,b10711_identity.pdf,suspicious,79,OCR pending — status from structured verification
B10711,bank_statement,b10711_bank_statement.pdf,verified,73,Structured checks passed
B10711,income_document,b10711_income_document.pdf,verified,82,Structured checks passed
B10711,salary_slip,b10711_salary_slip.pdf,verified,73,Structured checks passed
B10712,identity,b10712_identity.pdf,verified,99,Structured checks passed
B10712,bank_statement,b10712_bank_statement.pdf,verified,87,Structured checks passed
B10712,income_document,b10712_income_document.pdf,needs_review,95,OCR pending — status from structured verification
B10712,business_document,b10712_business_document.pdf,verified,99,Structured checks passed
B10713,identity,b10713_identity.pdf,verified,68,Structured checks passed
B10713,bank_statement,b10713_bank_statement.pdf,verified,79,Structured checks passed
B10713,income_document,b10713_income_document.pdf,verified,66,Structured checks passed
B10713,business_document,b10713_business_document.pdf,verified,80,Structured checks passed
B10714,identity,b10714_identity.pdf,verified,55,Structured checks passed
B10714,bank_statement,b10714_bank_statement.pdf,needs_review,54,OCR pending — status from structured verification
B10714,income_document,b10714_income_document.pdf,verified,54,Structured checks passed
B10715,identity,b10715_identity.pdf,verified,63,Structured checks passed
B10715,bank_statement,b10715_bank_statement.pdf,verified,73,Structured checks passed
B10715,income_document,b10715_income_document.pdf,verified,76,Structured checks passed
B10715,salary_slip,b10715_salary_slip.pdf,verified,66,Structured checks passed
B10716,identity,b10716_identity.pdf,suspicious,41,OCR pending — status from structured verification
B10716,bank_statement,b10716_bank_statement.pdf,verified,50,Structured checks passed
B10716,income_document,b10716_income_document.pdf,needs_review,53,OCR pending — status from structured verification
B10716,salary_slip,b10716_salary_slip.pdf,needs_review,43,OCR pending — status from structured verification
B10717,identity,b10717_identity.pdf,verified,70,Structured checks passed
B10717,bank_statement,b10717_bank_statement.pdf,suspicious,85,OCR pending — status from structured verification
B10717,income_document,b10717_income_document.pdf,verified,71,Structured checks passed
B10718,identity,b10718_identity.pdf,suspicious,59,OCR pending — status from structured verification
B10718,bank_statement,b10718_bank_statement.pdf,verified,55,Structured checks passed
B10718,income_document,b10718_income_document.pdf,verified,65,Structured checks passed
B10718,salary_slip,b10718_salary_slip.pdf,verified,54,Structured checks passed
B10719,identity,b10719_identity.pdf,verified,58,Structured checks passed
B10719,bank_statement,b10719_bank_statement.pdf,suspicious,71,OCR pending — status from structured verification
B10719,income_document,b10719_income_document.pdf,verified,71,Structured checks passed
B10720,identity,b10720_identity.pdf,needs_review,62,OCR pending — status from structured verification
B10720,bank_statement,b10720_bank_statement.pdf,verified,65,Structured checks passed
B10720,income_document,b10720_income_document.pdf,verified,67,Structured checks passed
B10720,salary_slip,b10720_salary_slip.pdf,verified,78,Structured checks passed
B10721,identity,b10721_identity.pdf,verified,72,Structured checks passed
B10721,bank_statement,b10721_bank_statement.pdf,verified,72,Structured checks passed
B10721,income_document,b10721_income_document.pdf,verified,83,Structured checks passed
B10721,salary_slip,b10721_salary_slip.pdf,verified,74,Structured checks passed
B10722,identity,b10722_identity.pdf,verified,48,Structured checks passed
B10722,bank_statement,b10722_bank_statement.pdf,needs_review,46,OCR pending — status from structured verification
B10722,income_document,b10722_income_document.pdf,suspicious,39,OCR pending — status from structured verification
B10723,identity,b10723_identity.pdf,verified,54,Structured checks passed
B10723,bank_statement,b10723_bank_statement.pdf,needs_review,42,OCR pending — status from structured verification
B10723,income_document,b10723_income_document.pdf,verified,54,Structured checks passed
B10723,salary_slip,b10723_salary_slip.pdf,verified,53,Structured checks passed
B10724,identity,b10724_identity.pdf,verified,60,Structured checks passed
B10724,bank_statement,b10724_bank_statement.pdf,verified,67,Structured checks passed
B10724,income_document,b10724_income_document.pdf,verified,64,Structured checks passed
B10724,business_document,b10724_business_document.pdf,verified,67,Structured checks passed
B10725,identity,b10725_identity.pdf,verified,94,Structured checks passed
B10725,bank_statement,b10725_bank_statement.pdf,verified,78,Structured checks passed
B10725,income_document,b10725_income_document.pdf,verified,76,Structured checks passed
B10725,salary_slip,b10725_salary_slip.pdf,verified,87,Structured checks passed
B10726,identity,b10726_identity.pdf,verified,62,Structured checks passed
B10726,bank_statement,b10726_bank_statement.pdf,needs_review,62,OCR pending — status from structured verification
B10726,income_document,b10726_income_document.pdf,suspicious,57,OCR pending — status from structured verification
B10726,business_document,b10726_business_document.pdf,needs_review,75,OCR pending — status from structured verification
B10727,identity,b10727_identity.pdf,suspicious,58,OCR pending — status from structured verification
B10727,bank_statement,b10727_bank_statement.pdf,needs_review,55,OCR pending — status from structured verification
B10727,income_document,b10727_income_document.pdf,suspicious,58,OCR pending — status from structured verification
B10727,salary_slip,b10727_salary_slip.pdf,suspicious,52,OCR pending — status from structured verification
B10728,identity,b10728_identity.pdf,suspicious,67,OCR pending — status from structured verification
B10728,bank_statement,b10728_bank_statement.pdf,needs_review,63,OCR pending — status from structured verification
B10728,income_document,b10728_income_document.pdf,verified,63,Structured checks passed
B10729,identity,b10729_identity.pdf,verified,55,Structured checks passed
B10729,bank_statement,b10729_bank_statement.pdf,verified,59,Structured checks passed
B10729,income_document,b10729_income_document.pdf,needs_review,72,OCR pending — status from structured verification
B10729,business_document,b10729_business_document.pdf,verified,72,Structured checks passed
B10730,identity,b10730_identity.pdf,verified,61,Structured checks passed
B10730,bank_statement,b10730_bank_statement.pdf,suspicious,44,OCR pending — status from structured verification
B10730,income_document,b10730_income_document.pdf,verified,60,Structured checks passed
B10730,business_document,b10730_business_document.pdf,suspicious,44,OCR pending — status from structured verification
B10731,identity,b10731_identity.pdf,verified,54,Structured checks passed
B10731,bank_statement,b10731_bank_statement.pdf,verified,70,Structured checks passed
B10731,income_document,b10731_income_document.pdf,verified,66,Structured checks passed
B10732,identity,b10732_identity.pdf,needs_review,43,OCR pending — status from structured verification
B10732,bank_statement,b10732_bank_statement.pdf,verified,55,Structured checks passed
B10732,income_document,b10732_income_document.pdf,verified,45,Structured checks passed
B10733,identity,b10733_identity.pdf,verified,63,Structured checks passed
B10733,bank_statement,b10733_bank_statement.pdf,needs_review,57,OCR pending — status from structured verification
B10733,income_document,b10733_income_document.pdf,verified,70,Structured checks passed
B10733,salary_slip,b10733_salary_slip.pdf,verified,66,Structured checks passed
B10734,identity,b10734_identity.pdf,verified,95,Structured checks passed
B10734,bank_statement,b10734_bank_statement.pdf,verified,79,Structured checks passed
B10734,income_document,b10734_income_document.pdf,verified,93,Structured checks passed
B10735,identity,b10735_identity.pdf,verified,67,Structured checks passed
B10735,bank_statement,b10735_bank_statement.pdf,verified,52,Structured checks passed
B10735,income_document,b10735_income_document.pdf,verified,57,Structured checks passed
B10736,identity,b10736_identity.pdf,verified,86,Structured checks passed
B10736,bank_statement,b10736_bank_statement.pdf,verified,83,Structured checks passed
B10736,income_document,b10736_income_document.pdf,verified,87,Structured checks passed
B10736,salary_slip,b10736_salary_slip.pdf,verified,82,Structured checks passed
B10737,identity,b10737_identity.pdf,verified,92,Structured checks passed
B10737,bank_statement,b10737_bank_statement.pdf,verified,85,Structured checks passed
B10737,income_document,b10737_income_document.pdf,verified,82,Structured checks passed
B10737,business_document,b10737_business_document.pdf,verified,94,Structured checks passed
B10738,identity,b10738_identity.pdf,needs_review,78,OCR pending — status from structured verification
B10738,bank_statement,b10738_bank_statement.pdf,verified,65,Structured checks passed
B10738,income_document,b10738_income_document.pdf,needs_review,77,OCR pending — status from structured verification
B10738,business_document,b10738_business_document.pdf,verified,69,Structured checks passed
B10739,identity,b10739_identity.pdf,verified,75,Structured checks passed
B10739,bank_statement,b10739_bank_statement.pdf,verified,70,Structured checks passed
B10739,income_document,b10739_income_document.pdf,verified,71,Structured checks passed
B10739,salary_slip,b10739_salary_slip.pdf,verified,57,Structured checks passed
B10740,identity,b10740_identity.pdf,verified,82,Structured checks passed
B10740,bank_statement,b10740_bank_statement.pdf,verified,93,Structured checks passed
B10740,income_document,b10740_income_document.pdf,verified,93,Structured checks passed
B10740,business_document,b10740_business_document.pdf,verified,97,Structured checks passed
B10741,identity,b10741_identity.pdf,verified,99,Structured checks passed
B10741,bank_statement,b10741_bank_statement.pdf,needs_review,85,OCR pending — status from structured verification
B10741,income_document,b10741_income_document.pdf,needs_review,99,OCR pending — status from structured verification
B10742,identity,b10742_identity.pdf,verified,54,Structured checks passed
B10742,bank_statement,b10742_bank_statement.pdf,suspicious,41,OCR pending — status from structured verification
B10742,income_document,b10742_income_document.pdf,suspicious,53,OCR pending — status from structured verification
B10742,business_document,b10742_business_document.pdf,suspicious,42,OCR pending — status from structured verification
B10743,identity,b10743_identity.pdf,verified,71,Structured checks passed
B10743,bank_statement,b10743_bank_statement.pdf,suspicious,55,OCR pending — status from structured verification
B10743,income_document,b10743_income_document.pdf,verified,53,Structured checks passed
B10744,identity,b10744_identity.pdf,verified,70,Structured checks passed
B10744,bank_statement,b10744_bank_statement.pdf,verified,79,Structured checks passed
B10744,income_document,b10744_income_document.pdf,verified,87,Structured checks passed
B10745,identity,b10745_identity.pdf,verified,47,Structured checks passed
B10745,bank_statement,b10745_bank_statement.pdf,needs_review,42,OCR pending — status from structured verification
B10745,income_document,b10745_income_document.pdf,suspicious,45,OCR pending — status from structured verification
B10746,identity,b10746_identity.pdf,verified,44,Structured checks passed
B10746,bank_statement,b10746_bank_statement.pdf,verified,47,Structured checks passed
B10746,income_document,b10746_income_document.pdf,verified,34,Structured checks passed
B10747,identity,b10747_identity.pdf,needs_review,43,OCR pending — status from structured verification
B10747,bank_statement,b10747_bank_statement.pdf,suspicious,58,OCR pending — status from structured verification
B10747,income_document,b10747_income_document.pdf,verified,43,Structured checks passed
B10748,identity,b10748_identity.pdf,verified,47,Structured checks passed
B10748,bank_statement,b10748_bank_statement.pdf,needs_review,53,OCR pending — status from structured verification
