borrower_id,month,label,income,expenses,debt,transactions,bounced,disputed
B10830,3,M-3,36307,16514,27733,29,0,0
B10830,4,M-2,30403,26568,7814,42,0,0
B10830,5,M-1,33958,23406,37228,56,0,0
B10831,0,M-6,70326,34915,29876,26,0,0
B10831,1,M-5,77680,35840,15759,85,0,0
B10831,2,M-4,82860,48652,23711,29,0,0
B10831,3,M-3,70962,45094,9127,49,0,0
B10831,4,M-2,75125,58312,26593,81,0,0
B10831,5,M-1,77039,49674,8876,72,0,0
B10832,0,M-6,39370,29250,10109,59,0,0
B10832,1,M-5,41782,29487,12672,73,0,0
B10832,2,M-4,40877,32556,11330,34,0,0
B10832,3,M-3,44393,33249,7730,69,0,0
B10832,4,M-2,42641,27034,13245,78,0,0
B10832,5,M-1,44393,35505,19335,58,0,0
B10833,0,M-6,42851,34135,18350,70,0,0
B10833,1,M-5,45799,37130,60176,30,0,0
B10833,2,M-4,45416,37066,16835,29,0,0
B10833,3,M-3,48013,22148,46812,81,0,0
B10833,4,M-2,43195,21890,18458,29,0,0
B10833,5,M-1,45036,35509,9979,63,0,0
B10834,0,M-6,20044,15939,8428,32,0,0
B10834,1,M-5,18012,10065,16149,60,0,0
B10834,2,M-4,17752,16843,9224,67,0,0
B10834,3,M-3,18599,12477,23196,69,0,0
B10834,4,M-2,18582,11489,8229,59,1,0
B10834,5,M-1,17009,12543,5895,26,0,0
B10835,0,M-6,60454,40490,7319,47,0,0
B10835,1,M-5,60372,29539,30608,79,0,0
B10835,2,M-4,65307,52199,19384,38,0,0
B10835,3,M-3,69774,55367,20820,84,0,0
B10835,4,M-2,63985,32133,27028,46,0,0
B10835,5,M-1,70586,36667,17609,60,0,0
B10836,0,M-6,9497,4383,16902,71,0,0
B10836,1,M-5,11098,5252,15257,61,0,0
B10836,2,M-4,12300,7966,16436,34,0,0
B10836,3,M-3,12233,11028,7412,33,0,0
B10836,4,M-2,12812,9440,17308,89,0,0
B10836,5,M-1,16142,9955,5884,48,0,0
B10837,0,M-6,20980,17575,18510,69,0,0
B10837,1,M-5,20362,9472,6774,51,0,0
B10837,2,M-4,21022,9937,15763,36,0,0
B10837,3,M-3,19429,11283,16240,25,0,0
B10837,4,M-2,20455,13741,20951,73,0,0
B10837,5,M-1,20652,17082,4191,29,0,0
B10838,0,M-6,36946,27400,51489,50,0,0
B10838,1,M-5,36371,34359,51995,33,0,0
B10838,2,M-4,36907,33953,30609,81,0,0
B10838,3,M-3,37884,33666,19112,73,0,0
B10838,4,M-2,46000,35438,26056,27,0,0
B10838,5,M-1,46703,28875,43700,73,0,0
B10839,0,M-6,42138,25690,13821,55,0,0
B10839,1,M-5,40105,27347,12444,79,0,0
B10839,2,M-4,38502,18579,17894,52,0,0
B10839,3,M-3,42024,28550,21657,31,0,0
B10839,4,M-2,44867,33013,12278,65,0,0
B10839,5,M-1,46656,30631,21294,55,0,0
B10840,0,M-6,64776,42457,21943,70,0,0
B10840,1,M-5,61201,44366,12842,58,0,0
B10840,2,M-4,65929,48478,33777,39,0,0
B10840,3,M-3,73065,35238,19448,29,0,0
B10840,4,M-2,79688,43046,24305,66,0,0
B10840,5,M-1,76187,43489,12315,54,0,0
B10841,0,M-6,39174,27573,55066,43,0,0
B10841,1,M-5,38531,27335,11572,55,0,0
B10841,2,M-4,40364,33427,45469,44,0,0
B10841,3,M-3,47574,40634,13391,56,1,0
B10841,4,M-2,46662,35957,18663,56,0,0
B10841,5,M-1,48878,33492,18943,54,0,0
B10842,0,M-6,85743,56025,32267,51,0,0
B10842,1,M-5,91555,58021,16069,68,0,0
B10842,2,M-4,96826,69010,32885,31,0,0
B10842,3,M-3,94105,45611,22991,71,0,0
B10842,4,M-2,96064,56591,18575,45,0,0
B10842,5,M-1,92026,69065,17464,40,0,0
B10843,0,M-6,74422,51031,27740,32,0,0
B10843,1,M-5,68748,53571,22507,79,0,0
B10843,2,M-4,66386,44963,10214,66,0,0
B10843,3,M-3,78394,38063,28418,66,0,0
B10843,4,M-2,71015,55225,9548,45,0,0
B10843,5,M-1,82994,39141,10812,71,0,0
B10844,0,M-6,58439,39820,15350,80,0,0
B10844,1,M-5,54574,24660,6365,66,0,0
B10844,2,M-4,60900,42628,17293,68,0,0
B10844,3,M-3,60995,46889,20238,78,0,0
B10844,4,M-2,58546,33403,15151,53,0,0
B10844,5,M-1,56037,30584,28687,79,0,0
B10845,0,M-6,43616,32508,12375,84,0,0
B10845,1,M-5,44988,23580,6092,80,0,0
B10845,2,M-4,43866,23395,10838,63,0,0
B10845,3,M-3,50476,30409,12978,55,0,0
B10845,4,M-2,48807,36111,6650,72,0,0
B10845,5,M-1,51431,27745,6687,44,0,0
B10846,0,M-6,39458,20146,8136,87,0,0
B10846,1,M-5,34334,18235,11718,65,0,0
B10846,2,M-4,36659,20593,3700,82,0,0
B10846,3,M-3,33165,25652,6519,78,0,0
B10846,4,M-2,38292,28945,4232,31,0,0
B10846,5,M-1,35530,26378,10911,32,0,0
B10847,0,M-6,52983,24412,16985,84,0,0
B10847,1,M-5,49134,23019,22365,32,0,0
B10847,2,M-4,46025,33635,26396,50,0,0
B10847,3,M-3,48297,24490,8525,87,0,0
B10847,4,M-2,51062,38790,12269,77,0,0
B10847,5,M-1,54618,29527,12560,35,0,0
B10848,0,M-6,61434,31683,16223,27,0,0
B10848,1,M-5,63595,44942,26160,60,0,0
B10848,2,M-4,65381,50117,15957,40,0,0
B10848,3,M-3,61959,47298,17588,33,0,0
B10848,4,M-2,66368,35529,19739,86,0,0
B10848,5,M-1,55261,38006,23056,57,0,0
B10849,0,M-6,76109,34443,20260,67,0,0
B10849,1,M-5,90660,48608,9296,50,0,0
B10849,2,M-4,79107,39338,42957,83,0,0
B10849,3,M-3,93427,42522,17618,67,0,0
B10849,4,M-2,95652,74775,17910,57,0,0
B10849,5,M-1,97688,51822,29816,71,0,0
B10850,0,M-6,26009,17432,12252,85,0,0
B10850,1,M-5,29042,22028,8118,81,0,0
B10850,2,M-4,28159,19958,4028,36,0,0
B10850,3,M-3,29898,13664,25989,56,0,0
B10850,4,M-2,29209,26221,3153,37,0,0
B10850,5,M-1,30913,23655,30503,88,0,0
B10851,0,M-6,71475,42978,20604,35,0,0
B10851,1,M-5,75787,55008,15507,59,0,0
B10851,2,M-4,68137,36171,33120,25,0,0
B10851,3,M-3,67346,38606,20140,86,0,0
B10851,4,M-2,69960,31833,29642,89,0,0
B10851,5,M-1,71019,50960,35493,66,0,0
B10852,0,M-6,36407,25303,12451,80,0,0
B10852,1,M-5,32892,21334,8507,60,0,0
B10852,2,M-4,33638,15509,14538,33,0,0
B10852,3,M-3,31240,19123,6348,48,0,0
B10852,4,M-2,30705,20983,13393,60,0,0
B10852,5,M-1,33932,17225,6254,80,0,0
B10853,0,M-6,52523,26457,17007,84,0,0
B10853,1,M-5,50018,35214,26104,74,0,0
B10853,2,M-4,51667,31007,12269,28,0,0
B10853,3,M-3,60244,43483,8870,48,0,0
B10853,4,M-2,61348,36129,19569,65,0,0
B10853,5,M-1,59655,27180,22987,59,0,0
B10854,0,M-6,35076,17391,14391,83,0,0
B10854,1,M-5,36251,21942,17552,37,0,0
B10854,2,M-4,36701,23417,10517,86,0,0
B10854,3,M-3,35072,20837,15270,71,0,0
B10854,4,M-2,35929,21015,11457,40,0,0
B10854,5,M-1,35926,28186,14633,39,0,0
B10855,0,M-6,18254,12415,2511,89,0,0
B10855,1,M-5,16111,10520,2611,41,0,0
B10855,2,M-4,18218,14398,7964,53,0,0
B10855,3,M-3,16712,10130,5822,67,0,0
B10855,4,M-2,16128,11956,4193,34,0,0
B10855,5,M-1,16439,10925,4820,79,0,0
B10856,0,M-6,45546,25885,4629,74,0,0
B10856,1,M-5,42917,25128,17555,51,0,0
B10856,2,M-4,47623,30061,8258,89,0,0
B10856,3,M-3,45573,31031,12753,45,0,0
B10856,4,M-2,40177,26929,5482,89,0,0
B10856,5,M-1,46634,36728,18328,29,0,0
B10857,0,M-6,35712,18812,4829,47,0,0
B10857,1,M-5,32474,21338,20688,56,0,0
B10857,2,M-4,31457,22924,45718,46,0,0
B10857,3,M-3,34040,19838,17884,29,0,0
B10857,4,M-2,37521,26772,30348,33,0,0
B10857,5,M-1,34258,18516,15706,67,0,0
B10858,0,M-6,87654,65125,15804,50,0,0
B10858,1,M-5,93122,71372,28662,65,0,0
B10858,2,M-4,83157,40709,29040,27,0,0
B10858,3,M-3,90518,57202,13633,75,0,0
B10858,4,M-2,77398,57784,27004,70,0,0
B10858,5,M-1,77412,44969,23830,46,0,0
B10859,0,M-6,35925,17133,17391,44,0,0
B10859,1,M-5,35863,18712,14492,25,0,0
B10859,2,M-4,39450,20577,10814,84,0,0
B10859,3,M-3,37819,21789,14035,49,0,0
B10859,4,M-2,40530,27991,10234,82,0,0
B10859,5,M-1,42651,21939,10369,29,0,0
B10860,0,M-6,36313,23657,36828,34,0,0
B10860,1,M-5,41643,23364,45510,83,0,0
B10860,2,M-4,41155,21822,58677,53,0,0
B10860,3,M-3,40985,29766,23628,31,0,0
B10860,4,M-2,37460,30033,16804,63,0,0
B10860,5,M-1,38247,20718,49954,47,0,0
B10861,0,M-6,23873,11316,12639,67,0,0
B10861,1,M-5,22085,15275,8320,43,0,0
B10861,2,M-4,22499,20233,5985,44,0,0
B10861,3,M-3,22617,16215,27814,48,0,0
B10861,4,M-2,22844,16478,10814,28,0,0
B10861,5,M-1,20450,17895,7334,77,0,0
B10862,0,M-6,11693,7325,11607,80,0,0
B10862,1,M-5,10062,8606,7845,64,0,0
B10862,2,M-4,11275,7567,5955,80,0,1
B10862,3,M-3,11056,8512,1656,80,0,0
B10862,4,M-2,11551,6009,13585,84,0,0
B10862,5,M-1,11030,7454,8696,64,0,0
B10863,0,M-6,56552,44594,17625,43,0,0
B10863,1,M-5,62944,48987,24084,32,0,0
B10863,2,M-4,64155,44221,15744,43,0,0
B10863,3,M-3,65750,50711,6841,33,0,0
B10863,4,M-2,66798,37452,9522,74,0,0
B10863,5,M-1,68493,42819,22084,50,0,0
B10864,0,M-6,29314,13434,3468,43,0,0
B10864,1,M-5,26990,13121,15542,33,0,0
B10864,2,M-4,29668,15623,33122,50,0,0
B10864,3,M-3,29621,21981,15450,56,0,0
B10864,4,M-2,28850,24310,13589,68,0,0
B10864,5,M-1,28185,16219,12154,62,0,0
B10865,0,M-6,73539,48146,22587,48,0,0
B10865,1,M-5,80271,61284,11201,44,0,0
B10865,2,M-4,72647,50939,8261,73,0,0
B10865,3,M-3,71694,35127,7658,37,0,0
B10865,4,M-2,86772,53292,14126,51,0,0
B10865,5,M-1,72872,40494,13307,40,0,0
B10866,0,M-6,21151,19858,23924,59,0,0
B10866,1,M-5,24671,20497,11235,50,0,0
B10866,2,M-4,24734,14626,25862,44,0,0
B10866,3,M-3,24538,15612,13094,74,0,0
B10866,4,M-2,24750,17574,34375,35,0,0
B10866,5,M-1,26482,19575,24907,60,0,0
B10867,0,M-6,54010,32758,23000,87,0,0
B10867,1,M-5,63440,49156,8099,31,0,0
B10867,2,M-4,56239,43467,15082,57,0,0
B10867,3,M-3,53527,37734,14699,41,0,0
B10867,4,M-2,55910,29289,21438,62,0,0
B10867,5,M-1,55167,40535,16312,31,0,0
B10868,0,M-6,53925,29300,20416,72,0,0
B10868,1,M-5,49288,25449,13595,60,0,0
B10868,2,M-4,50525,25120,13600,43,0,0
B10868,3,M-3,50223,31538,16887,73,0,0
B10868,4,M-2,46973,23181,7519,29,0,0
B10868,5,M-1,47523,32453,11233,60,0,0
B10869,0,M-6,35559,21044,11474,81,0,0
B10869,1,M-5,37222,27427,14551,60,0,0
B10869,2,M-4,33090,22205,8080,68,0,0
B10869,3,M-3,33662,15834,7512,65,0,0
B10869,4,M-2,35810,21178,15844,39,0,0
B10869,5,M-1,35797,28498,14341,45,0,0
B10870,0,M-6,86712,54400,11695,65,0,0
B10870,1,M-5,79426,50992,40779,72,0,0
B10870,2,M-4,87092,43915,12203,66,0,0
B10870,3,M-3,83997,41232,14107,74,0,0
B10870,4,M-2,84741,41857,20944,65,0,0
B10870,5,M-1,82045,57283,41157,26,0,0
B10871,0,M-6,35230,26091,11779,76,0,0
B10871,1,M-5,31038,15402,42612,60,0,0
B10871,2,M-4,33159,18109,38294,81,0,0
B10871,3,M-3,32108,27202,4204,72,0,0
B10871,4,M-2,29835,20172,44610,55,0,0
B10871,5,M-1,33727,17776,4302,81,0,0
B10872,0,M-6,47064,37426,23636,39,0,1
B10872,1,M-5,42062,20220,11653,66,0,0
B10872,2,M-4,42748,32130,47379,58,0,0
B10872,3,M-3,45306,29597,24189,29,0,0
B10872,4,M-2,39851,35892,58628,51,0,0
B10872,5,M-1,40316,29601,45922,62,0,0
B10873,0,M-6,45314,23406,45447,55,0,0
B10873,1,M-5,42144,23519,22936,67,0,0
B10873,2,M-4,49996,26319,46675,43,0,0
B10873,3,M-3,51120,39281,33271,40,0,0
B10873,4,M-2,46429,30004,41936,52,0,0
B10873,5,M-1,47540,29862,61774,29,0,0
B10874,0,M-6,22300,11527,13846,29,0,0
B10874,1,M-5,19650,14340,13182,88,0,0
B10874,2,M-4,21175,17008,16468,25,0,0
B10874,3,M-3,19554,10142,8730,31,0,0
B10874,4,M-2,19766,10478,4152,64,0,0
B10874,5,M-1,22568,20475,21691,45,0,0
B10875,0,M-6,68467,36709,15137,83,0,0
B10875,1,M-5,61485,29790,16702,34,0,0
B10875,2,M-4,67839,54063,14038,77,0,0
B10875,3,M-3,69692,51276,19002,84,0,0
B10875,4,M-2,70526,44744,30515,88,0,0
B10875,5,M-1,59542,37085,20405,48,0,0
B10876,0,M-6,21831,17177,29697,73,0,0
B10876,1,M-5,24352,16896,30989,27,0,0
B10876,2,M-4,23942,16339,9266,84,0,0
B10876,3,M-3,28458,24726,34047,88,0,0
B10876,4,M-2,29528,16978,2945,76,0,0
B10876,5,M-1,30501,20005,32228,73,0,0
B10877,0,M-6,45516,34022,9640,82,0,0
B10877,1,M-5,44591,35084,20028,52,0,0
B10877,2,M-4,47952,35627,6936,63,0,0
B10877,3,M-3,49194,31982,13133,82,0,0
B10877,4,M-2,44749,30693,22679,53,0,0
B10877,5,M-1,51420,26724,15553,70,0,0
B10878,0,M-6,42162,35704,58274,27,0,0
B10878,1,M-5,45835,27795,8039,73,0,0
B10878,2,M-4,48973,28668,61863,87,0,0
B10878,3,M-3,49486,29726,29991,48,0,0
B10878,4,M-2,44705,22219,45764,34,0,0
B10878,5,M-1,43703,20766,65676,59,0,0
B10879,0,M-6,28460,16401,4505,77,0,0
B10879,1,M-5,31791,22370,6794,75,0,0
B10879,2,M-4,32256,14892,11265,54,0,0
B10879,3,M-3,30243,14337,8491,59,0,0
B10879,4,M-2,35181,16270,11974,44,0,0
B10879,5,M-1,32162,15188,6137,49,0,0
B10880,0,M-6,20279,16933,14311,70,0,0
B10880,1,M-5,19148,13509,16508,26,0,0
B10880,2,M-4,21895,17688,21895,63,0,0
B10880,3,M-3,20534,12231,22967,30,0,0
B10880,4,M-2,21373,12116,21412,72,0,0
B10880,5,M-1,20234,10663,9484,53,0,0
B10881,0,M-6,24514,21860,27439,70,0,0
B10881,1,M-5,28545,13071,24971,71,0,0
B10881,2,M-4,28969,25346,2773,36,0,0
B10881,3,M-3,24327,15355,19923,41,0,0
B10881,4,M-2,27513,18761,4352,77,0,0
B10881,5,M-1,27388,13510,16327,77,0,0
B10882,0,M-6,23271,17503,12315,59,0,0
B10882,1,M-5,23644,16908,11145,38,0,0
B10882,2,M-4,28073,18283,9452,48,0,0
B10882,3,M-3,27407,19755,9272,38,1,0
B10882,4,M-2,28817,13593,8999,61,0,0
B10882,5,M-1,28123,14994,4160,42,0,0
B10883,0,M-6,75286,43772,29366,72,0,0
B10883,1,M-5,71035,44008,22193,79,0,0
B10883,2,M-4,64008,39077,12278,40,0,0
B10883,3,M-3,69282,31715,18169,26,0,0
B10883,4,M-2,73211,47964,13509,51,0,0
B10883,5,M-1,70240,34489,12148,78,0,0
B10884,0,M-6,44151,23698,13954,25,0,0
B10884,1,M-5,44328,38083,32347,86,0,0
B10884,2,M-4,43971,39342,31125,62,0,0
B10884,3,M-3,43924,25586,8494,34,0,0
B10884,4,M-2,42202,34974,21509,74,0,0
B10884,5,M-1,45423,26715,54987,26,0,0
B10885,0,M-6,32388,25171,29923,89,0,0
B10885,1,M-5,32537,29446,29553,69,0,0
B10885,2,M-4,33231,31324,11219,71,0,0
B10885,3,M-3,35287,22817,33887,75,0,0
B10885,4,M-2,36434,20827,33089,65,0,0
B10885,5,M-1,32705,29466,23577,30,0,0
B10886,0,M-6,34589,16885,6419,26,0,0
B10886,1,M-5,35466,19718,9645,36,0,0
B10886,2,M-4,40197,23993,20801,57,0,0
B10886,3,M-3,42386,19592,17244,32,0,0
B10886,4,M-2,42457,25004,8236,46,0,0
B10886,5,M-1,38749,24093,6796,37,0,0
B10887,0,M-6,25015,12275,17171,63,0,0
B10887,1,M-5,26535,21784,23635,55,0,0
B10887,2,M-4,25166,14467,21801,66,0,0
B10887,3,M-3,24531,22875,9112,75,0,0
B10887,4,M-2,26021,18476,14160,81,0,0
B10887,5,M-1,24493,22965,28889,62,0,0
B10888,0,M-6,7861,4904,8676,65,0,0
B10888,1,M-5,7774,5796,7247,43,0,0
B10888,2,M-4,6994,5559,9136,82,0,0
B10888,3,M-3,6999,4991,5875,69,0,0
B10888,4,M-2,7633,5799,2038,85,0,0
B10888,5,M-1,7327,3675,7599,25,0,0
B10889,0,M-6,17522,11596,17989,53,0,0
B10889,1,M-5,15176,12538,8759,78,0,0
B10889,2,M-4,15536,12117,6330,74,1,0
B10889,3,M-3,14625,12898,7027,59,0,0
B10889,4,M-2,14633,13079,18997,79,0,0
B10889,5,M-1,14995,7822,19918,75,0,0
B10890,0,M-6,18677,10384,2151,69,0,0
B10890,1,M-5,16221,12140,10744,32,0,0
B10890,2,M-4,19193,10560,19926,44,0,0
B10890,3,M-3,19969,13785,20095,37,0,0
B10890,4,M-2,18326,10929,14442,84,0,0
B10890,5,M-1,18598,9524,5919,63,0,0
B10891,0,M-6,57856,28147,13034,58,0,0
B10891,1,M-5,60419,31353,9549,39,0,0
B10891,2,M-4,59296,28106,19249,60,0,0
B10891,3,M-3,53212,42072,17429,35,0,0
B10891,4,M-2,52782,41586,11338,52,0,0
B10891,5,M-1,48653,36770,10085,31,0,0
B10892,0,M-6,20670,11999,29172,63,0,0
B10892,1,M-5,21529,15946,6673,34,0,0
B10892,2,M-4,19606,15868,18397,27,0,0
B10892,3,M-3,20810,18394,28518,57,0,0
B10892,4,M-2,21921,13410,25919,65,0,0
B10892,5,M-1,18808,14263,17437,68,0,0
B10893,0,M-6,43899,22334,13981,79,0,0
B10893,1,M-5,45438,35434,13634,39,0,0
B10893,2,M-4,44071,28631,4529,50,0,0
B10893,3,M-3,43934,28463,5350,29,0,0
B10893,4,M-2,41387,23861,9918,31,0,0
B10893,5,M-1,36418,20156,16191,81,0,0
B10894,0,M-6,41831,31536,14505,88,0,0
B10894,1,M-5,36368,27676,14695,49,0,0
B10894,2,M-4,40869,22126,5492,77,0,0
B10894,3,M-3,42246,33080,14611,31,0,0
B10894,4,M-2,38136,26246,16816,77,0,0
B10894,5,M-1,40906,26122,17757,43,0,0
B10895,0,M-6,28301,24193,12180,65,0,0
B10895,1,M-5,30269,20846,35614,43,0,0
B10895,2,M-4,30283,27151,3423,64,0,0
B10895,3,M-3,30864,20747,18326,51,0,0
B10895,4,M-2,33344,24268,4765,58,0,0
B10895,5,M-1,34586,27989,6870,77,0,0
B10896,0,M-6,10337,8544,5226,31,0,0
B10896,1,M-5,9588,8580,901,64,1,0
B10896,2,M-4,9467,8643,5426,77,0,0
B10896,3,M-3,9386,7530,3543,50,0,0
B10896,4,M-2,8319,4868,1582,60,0,0
B10896,5,M-1,8193,6453,2403,66,0,0
B10897,0,M-6,39444,19627,9694,71,0,0
B10897,1,M-5,47176,26491,21305,85,0,0
B10897,2,M-4,48779,23484,6430,83,0,0
B10897,3,M-3,43770,27544,15860,31,0,0
B10897,4,M-2,44055,31314,15400,48,0,0
B10897,5,M-1,52953,24286,11933,51,0,0
B10898,0,M-6,24549,14642,18731,50,0,0
B10898,1,M-5,23128,19089,30312,55,0,0
B10898,2,M-4,24686,12254,28359,67,0,0
B10898,3,M-3,24029,17883,23775,53,0,0
B10898,4,M-2,26252,15003,22886,49,0,0
B10898,5,M-1,26123,18184,16817,81,0,0
B10899,0,M-6,52000,29516,6700,53,0,0
B10899,1,M-5,52397,34356,10163,42,0,0
B10899,2,M-4,59264,39005,17901,47,0,0
B10899,3,M-3,50382,32222,23829,40,0,0
B10899,4,M-2,58200,46481,26471,41,0,0
B10899,5,M-1,52383,32949,24944,74,0,0
B10900,0,M-6,55761,43880,19084,77,0,0
B10900,1,M-5,52718,24295,19679,61,0,0
B10900,2,M-4,55898,39582,17753,42,0,0
B10900,3,M-3,51225,40892,5967,58,0,0
B10900,4,M-2,49131,36974,9855,28,0,0
B10900,5,M-1,57405,31451,8110,34,0,0
B10901,0,M-6,25175,15024,7549,47,0,0
B10901,1,M-5,25804,13235,8195,87,0,0
B10901,2,M-4,26544,23054,28955,26,0,0
B10901,3,M-3,28184,25387,34630,81,0,0
B10901,4,M-2,26227,14637,14887,85,0,0
B10901,5,M-1,30006,21149,31507,38,0,0
B10902,0,M-6,39844,19599,20415,58,0,0
B10902,1,M-5,44831,25341,5204,52,0,0
B10902,2,M-4,40638,19515,15653,73,0,0
B10902,3,M-3,46527,34332,9962,36,0,0
B10902,4,M-2,46610,26275,7050,48,0,0
B10902,5,M-1,44759,29747,7380,79,0,0
B10903,0,M-6,26687,19302,10260,40,1,0
B10903,1,M-5,30631,14246,8203,27,0,0
B10903,2,M-4,30162,24040,16498,84,0,0
B10903,3,M-3,34025,20504,12013,59,0,0
B10903,4,M-2,31389,22424,26410,53,0,0
B10903,5,M-1,33224,23579,21963,59,0,0
B10904,0,M-6,102595,63218,45446,55,0,0
B10904,1,M-5,88671,52088,14100,65,0,0
B10904,2,M-4,99612,64024,41978,70,0,0
B10904,3,M-3,102270,78086,25090,74,0,0
B10904,4,M-2,83738,57410,42657,64,0,0
B10904,5,M-1,87802,59301,23036,48,0,0
B10905,0,M-6,16073,15261,28578,46,0,0
B10905,1,M-5,17719,8464,18104,25,0,0
B10905,2,M-4,18772,14367,21597,86,0,0
B10905,3,M-3,21378,10228,25568,54,0,0
B10905,4,M-2,22726,10367,7035,82,0,0
B10905,5,M-1,25080,21046,6840,70,0,0
B10906,0,M-6,36078,28459,43935,47,0,0
B10906,1,M-5,33313,31591,44176,67,0,0
B10906,2,M-4,34530,17959,39565,42,0,0
B10906,3,M-3,34893,26100,45543,50,0,0
B10906,4,M-2,35613,21465,36691,47,0,0
B10906,5,M-1,32689,19831,6475,42,0,0
B10907,0,M-6,69778,48971,25750,85,0,0
B10907,1,M-5,64946,37516,27432,61,0,0
B10907,2,M-4,69818,52139,31012,48,0,0
B10907,3,M-3,76151,46654,32991,67,0,0
B10907,4,M-2,68286,37077,18719,59,0,0
B10907,5,M-1,77430,49927,29970,47,0,0
B10908,0,M-6,55927,40773,15518,38,0,0
B10908,1,M-5,50320,25949,25754,85,0,0
B10908,2,M-4,59210,30580,24301,82,0,0
B10908,3,M-3,48940,31685,7097,25,0,0
B10908,4,M-2,52577,39914,7803,56,0,0
B10908,5,M-1,51094,29165,25560,65,0,0
B10909,0,M-6,41945,38928,8197,45,0,0
B10909,1,M-5,42869,33371,34973,59,0,0
B10909,2,M-4,45434,34553,25520,84,0,0
B10909,3,M-3,43329,30002,38783,42,0,0
B10909,4,M-2,48532,45857,48628,51,0,0
B10909,5,M-1,47980,29336,44350,43,1,0
B10910,0,M-6,71020,36500,14382,58,0,0
B10910,1,M-5,64798,49410,33465,79,0,0
B10910,2,M-4,70535,52130,29563,51,0,0
B10910,3,M-3,71560,33878,12825,56,0,0
B10910,4,M-2,77576,56639,21562,40,0,0
B10910,5,M-1,68050,42060,15060,51,0,0
B10911,0,M-6,11199,8970,15679,80,0,0
B10911,1,M-5,10366,5623,9151,63,0,0
B10911,2,M-4,10928,10257,16548,80,0,0
B10911,3,M-3,11563,9970,2137,44,0,0
B10911,4,M-2,12486,8156,2215,41,0,0
B10911,5,M-1,13255,9657,12039,72,0,0
B10912,0,M-6,69226,41968,35767,88,0,0
B10912,1,M-5,70392,34115,23554,38,0,0
B10912,2,M-4,78862,45219,21191,27,0,0
B10912,3,M-3,75498,52008,31174,63,0,0
B10912,4,M-2,66095,46148,13981,42,0,0
B10912,5,M-1,76604,47011,34998,36,0,0
B10913,0,M-6,46616,21104,8611,26,0,0
B10913,1,M-5,43578,31469,5215,89,0,0
B10913,2,M-4,41659,28828,12261,87,0,0
B10913,3,M-3,44512,29758,11291,41,0,0
B10913,4,M-2,46109,34217,19786,57,0,0
B10913,5,M-1,46305,31622,21894,78,0,0
B10914,0,M-6,22157,20207,19766,44,0,0
B10914,1,M-5,23329,11881,17943,68,0,0
B10914,2,M-4,23314,20331,32103,50,0,0
B10914,3,M-3,25916,24262,30234,73,0,0
B10914,4,M-2,26832,23175,16419,85,0,0
B10914,5,M-1,31672,17913,15156,88,0,1
B10915,0,M-6,46410,34518,7817,31,0,0
B10915,1,M-5,54895,38966,13460,26,0,0
B10915,2,M-4,47169,35338,19198,57,0,0
B10915,3,M-3,45301,27572,14060,26,0,0
B10915,4,M-2,51286,26123,5457,72,0,0
B10915,5,M-1,46641,30552,17604,26,0,0
B10916,0,M-6,22577,13872,6503,79,0,0
B10916,1,M-5,21491,14356,33798,29,0,0
B10916,2,M-4,22522,14277,10012,86,0,0
B10916,3,M-3,26239,20641,4819,68,0,0
B10916,4,M-2,24317,20034,35029,66,1,0
B10916,5,M-1,27251,16802,28320,41,0,0
B10917,0,M-6,9346,8346,1969,87,0,0
B10917,1,M-5,7756,6795,6456,84,0,0
B10917,2,M-4,8404,4223,1991,43,0,0
B10917,3,M-3,8204,6073,2470,48,0,0
B10917,4,M-2,8856,7522,9877,83,0,0
B10917,5,M-1,7398,4370,2251,48,0,0
B10918,0,M-6,73364,37136,12112,87,0,0
B10918,1,M-5,85117,44719,20171,57,0,0
B10918,2,M-4,84699,49113,36767,38,0,0
B10918,3,M-3,85368,53351,10949,32,0,0
B10918,4,M-2,82947,60844,38367,73,0,0
B10918,5,M-1,90616,48716,14391,60,0,0
B10919,0,M-6,46850,30235,46957,80,0,0
B10919,1,M-5,45931,23861,32842,52,0,0
B10919,2,M-4,44646,32552,44557,44,0,0
B10919,3,M-3,43856,28918,5985,56,0,0
B10919,4,M-2,39872,28084,34414,59,0,0
B10919,5,M-1,38094,33610,31120,57,0,0
B10920,0,M-6,15293,10362,3568,46,0,0
B10920,1,M-5,16104,9638,4158,78,0,0
B10920,2,M-4,16002,12369,7602,42,0,0
B10920,3,M-3,15197,10532,2398,25,0,0
B10920,4,M-2,14053,6414,3544,46,0,0
B10920,5,M-1,13931,7753,7057,85,0,0
B10921,0,M-6,24712,22039,9704,69,0,0
B10921,1,M-5,27573,20787,6739,77,0,0
B10921,2,M-4,24828,13620,26509,82,0,0
B10921,3,M-3,26643,15703,11253,29,0,0
B10921,4,M-2,25661,11739,3886,41,0,0
B10921,5,M-1,25169,19811,32172,36,0,0
B10922,0,M-6,69027,31382,33897,37,0,0
B10922,1,M-5,64743,35494,11058,82,0,0
B10922,2,M-4,65478,45486,15660,56,0,0
B10922,3,M-3,72098,36967,11521,32,0,0
B10922,4,M-2,59470,31956,12018,82,0,0
B10922,5,M-1,64704,45414,15776,46,0,0
B10923,0,M-6,36052,19446,9823,79,0,0
B10923,1,M-5,38659,18614,14640,78,0,0
B10923,2,M-4,43081,30939,15297,73,0,0
